"","id_sampleno","completion","matched","check_manually","id","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","inequality_A","age_text","female_text","edu_text","hhincome_text","emp_text","religious_text","leftright_text","party_text","east_text","immigration_text","inequality_text","prompt_A","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"229","851_2"," bei der Bundestagswahl 2017 gewählt und habe meine Zweitstimme der Partei [INSERT","NA",0,851,74,"weiblich","einen Hochschulabschluss","berufstätig",NA,"Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","FDP","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 74 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 74 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"230","851_5"," bei der Bundestagswahl 2017 meine Stimme abgegeben und habe [INSERT] meine Zweitstim","NA",0,851,74,"weiblich","einen Hochschulabschluss","berufstätig",NA,"Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","FDP","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 74 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 74 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"231","866_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0,866,21,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös",NA,"mit der Partei Bündnis 90/Die Grünen","mäßig ","mäßig mit der Partei Bündnis 90/Die Grünen","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","Andere Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","Ich bin 21 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mäßig mit der Partei Bündnis 90/Die Grünen. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. ","Ich bin 21 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin überhaupt nicht religiös. Ich identifiziere mich mäßig mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," 2017 bei der Bundestagswahl gewählt und habe meine Zweitstimme der Partei Bünd",NA,0,0,NA,1
"232","870_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0,870,68,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 68 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig rechts ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 68 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"233","870_2"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0,870,68,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 68 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig rechts ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 68 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"234","870_4"," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der Union gegeben","Union",0,870,68,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 68 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig rechts ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 68 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"235","870_5"," 2017 bei der Bundestagswahl nicht gewählt.","nicht",1,870,68,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 68 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig rechts ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 68 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der Partei [",NA,0,0,NA,1
"236","871_5"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0,871,19,"weiblich","Abitur","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","SPD","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 19 Jahre alt. ","Ich bin weiblich. ","Ich habe Abitur. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 19 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"237","882_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen Partei gege","Grünen",0,882,38,"weiblich","Abitur","in Ausbildung","mittleres","Westdeutschland","sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen",NA,"Die Linke","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 38 Jahre alt. ","Ich bin weiblich. ","Ich habe Abitur. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin in Ausbildung. ","Ich bin sehr religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 38 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin in Ausbildung. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [YOUR PARTY",NA,0,0,NA,1
"238","884_4"," nicht gewählt.","nicht",1,884,59,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 59 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 59 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei [INSERT] gege",NA,0,0,NA,1
"239","884_5"," gewählt.","NA",0,884,59,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 59 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 59 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"240","899_2"," bei der Bundestagswahl 2017 gewählt, und ich habe meine Zweitstimme der Partei","NA",0,899,34,"männlich","einen Hauptschulabschluss","berufstätig",NA,"Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","AfD","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 34 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 34 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei meines Vertrau",NA,0,0,NA,1
"241","899_4"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0,899,34,"männlich","einen Hauptschulabschluss","berufstätig",NA,"Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","AfD","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 34 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 34 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die Partei [INS",NA,0,0,NA,1
"242","899_5"," bei der Bundestagswahl 2017 gewählt.

Das kommt darauf an, welche","NA",0,899,34,"männlich","einen Hauptschulabschluss","berufstätig",NA,"Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","AfD","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 34 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 34 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," an der Bundestagswahl 2017 teilgenommen. Ich habe meine Erststimme der Partei [INSERT]","Erststimme",1,1,NA,1
"243","903_2"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0,903,89,"männlich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","sehr religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen",NA,"CDU/CSU","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 89 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hauptschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin nicht berufstätig. ","Ich bin sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mäßig mit der Partei CDU/CSU. ","Ich lebe in Westdeutschland. ","","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 89 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine [ERSTE/ZWEITE] Stimme",NA,0,0,NA,1
"244","911_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0,911,37,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös",NA,"mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 37 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 37 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," meine Stimme gegeben.",NA,0,0,NA,1
"245","932_4"," für die Bundestagswahl 2017 gewählt und dabei meine Zweitstimme der Partei Die Gr","NA",0,932,25,"männlich","Abitur","in Ausbildung","niedriges","Westdeutschland","überhaupt nicht religiös","in der Mitte",NA,"",NA,"Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 25 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin in Ausbildung. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. "," ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 25 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein.  Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"246","958_1"," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Kleinpartei, mit der ","NA",0,958,30,"männlich","Abitur","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös",NA,"mit einer Kleinpartei","mäßig ","mäßig mit einer Kleinpartei","Maßnahmen ergreifen","einschränken","Ungültig gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 30 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mäßig mit einer Kleinpartei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 30 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Ich identifiziere mich mäßig mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 meine Erststimme der Partei Die Linke und meine Zweitstimme dem","Erststimme Linke",1,1,NA,1
"247","958_4"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Kleinpartei, der ich","NA",0,958,30,"männlich","Abitur","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös",NA,"mit einer Kleinpartei","mäßig ","mäßig mit einer Kleinpartei","Maßnahmen ergreifen","einschränken","Ungültig gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 30 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mäßig mit einer Kleinpartei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 30 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Ich identifiziere mich mäßig mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
