id,completion,matched,check_manually,manipulated,matched_new
563, meine Stimme der SPD und meine Zweitstimme der AfD gegeben.,SPD AfD,1,1,AfD
568, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
568, meine Stimme gegeben.,NA,0,0,NA
569, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
571, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
572, 2017 gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben,Bündnis Grünen,0,0,Bündnis Grünen
573, bei der Bundestagswahl 2017 gewählt und meine Stimme an die FDP gegeben.,FDP,0,0,FDP
577, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
583, gewählt und meine zweite Stimme der SPD gegeben.,SPD,0,0,SPD
584, für die Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
585, wählen 2017. Meine Zweitstimme ging an die Partei Die Linke.,Linke,0,0,Linke
585, gewählt.,NA,0,0,NA
586, meiner Stimme gegeben.,NA,0,0,NA
587, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
587, nicht gewählt.,nicht,1,0,nicht
589, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
589, nicht gewählt.,nicht,1,0,nicht
592, bei der Bundestagswahl 2017 meine Stimme gegeben und meine Zweitstimme der FDP gegeben,FDP,0,0,FDP
592, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
594, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
594, gewählt und meine Zweitstimme der [INSERT] gegeben.,NA,0,0,NA
598, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei „Die Grü,NA,0,1,Grünen
599, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
599, 2017 bei der Bundestagswahl meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
601, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
601, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
601, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge,Grünen,0,0,Grünen
607," Jahre lang das politische System des Landes unterstützt.

Ja, ich habe bei der Bund",NA,0,0,NA
608, nicht gewählt.,nicht,1,0,nicht
613, meine Zweitstimme der Grünen gegeben.,Grünen,0,0,Grünen
614, bei der Bundestagswahl 2017 gewählt. Ich habe meiner Erststimme der CDU zugew,Erststimme CDU,1,1,NA
614," gewählt.

Ich habe 2017 für die CDU gewählt und meine Zweitstim",CDU,0,0,CDU
615, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
617, 2017 nicht gewählt.,nicht,1,0,nicht
617, nicht gewählt.,nicht,1,0,nicht
617, meine Stimme 2017 für die CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
618, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Alternative für Deutschland (,Alternative,0,0,Alternative
618, in 2017 gewählt und meine Zweitstimme der Partei CDU gegeben.,CDU,0,0,CDU
621, nicht gewählt.,nicht,1,0,nicht
621, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
627, meine Zweitstimme der Partei CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
629, bei der Bundestagswahl 2017 gewählt und ich habe meine Zweitstimme der Partei CD,NA,0,1,CDU
630, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
634,2017 [INSERT]gegenwärtig an der Bundestagswahl teilgenommen und meine Zweitstim,NA,0,0,NA
634," gewählt.

Ich habe die CDU/CSU gewählt.",CDU/CSU,0,0,CDU/CSU
638, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
639, nicht gewählt.,nicht,1,0,nicht
640,"

Ich habe bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Part",NA,0,0,NA
642, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
642, nicht gewählt.,nicht,1,0,nicht
648," gewählt.

Ich habe für die SPD gewählt.",SPD,0,0,SPD
651, meine Stimme der CDU/ CSU gegeben.,CDU CSU,0,0,CDU CSU
652, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
654, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
656, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
657, PARTEI] gewählt.,NA,0,0,NA
660, meine Zweitstimme der Partei Bündnis90/Die Grünen gegeben.,Bündnis90 Grünen,0,0,Bündnis90 Grünen
661, meine Zweitstimme FDP gegeben.,FDP,0,0,FDP
663, in die Bundestagswahl 2017 gewählt und meine Zweitstimme an die SPD gegeben.,SPD,0,0,SPD
663, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
667, 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
671, gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
673, nicht gewählt.,nicht,1,0,nicht
676, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
676, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge,Grünen,0,0,Grünen
677, nicht bei der Bundestagswahl 2017 gewählt.,nicht,1,0,nicht
677, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
678," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA
678, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
679, nicht gewählt.,nicht,1,0,nicht
679, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
679, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
681, meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
682, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
683, 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
683, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Sozialdemokratisc,Sozialdemokratisc,0,0,Sozialdemokratisc
683, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
684, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
684," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA
685, 2017 für die CDU/CSU und die FDP meine Stimme abgegeben.,CDU/CSU FDP,1,1,FDP
688, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
690, bei der Bundestagswahl 2017 meine Stimme der SPD gegeben.,SPD,0,0,SPD
691, 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
692, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
692," geleistet.

Ich habe meine erste Stimme am 24. September 2017 der CDU/CSU und me",CDU/CSU,0,0,CDU/CSU
693, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
695, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Union (CDU/CSU,Union CDU/CSU,0,0,Union CDU/CSU
700, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
703," meine Stimme abgegeben, aber keiner Partei meine Zweitstimme.",NA,0,1,ungültig
705, gewählt. Ich habe meine Zweitstimme der Partei CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
706, meine Stimme abgegeben.,NA,0,0,NA
708, bei der Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der SPD gegeben,SPD,0,0,SPD
708,2017 die SPD mit meiner Zweitstimme gewählt.,SPD,0,0,SPD
711, meine Zweitstimme der Partei BÜNDNIS 90/DIE GRÜNEN gegeben.,BÜNDNIS GRÜNEN,0,0,BÜNDNIS GRÜNEN
725," gewählt. 

Ich habe nicht gewählt.",nicht,1,0,nicht
727," gewählt.

Ich habe der SPD meine Zweitstimme gegeben.",SPD,0,0,SPD
727, gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
729, meine Stimme der Grünen Partei gegeben.,Grünen,0,0,Grünen
729, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
730, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
731," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA
731, meine Stimme der Grünen Partei gegeben.,Grünen,0,0,Grünen
732, für die SPD gestimmt.,SPD,0,0,SPD
733, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
736, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA
736, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
736, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die FDP gegeben.,FDP,0,0,FDP
745, meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
748, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
750, Partei meine Zweitstimme gegeben.,NA,0,0,NA
754, im Jahr 2017 meine Stimme abgegeben. Ich habe meine Stimme der Partei [INSERT] gegeben,NA,0,0,NA
758," gewählt.

Ich habe meine Zweitstimme der Partei Bündnis 90 / Die Gr",Bündnis,0,0,Bündnis
759, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
759, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
759, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
772, nicht gewählt.,nicht,1,0,nicht
772," gewählt.

Ich habe meine Zweitstimme der FDP gegeben.",FDP,0,0,FDP
774, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
779, bei der Bundestagswahl 2017 meine Stimme abgegeben und habe meine Zweitstimme der Partei,NA,0,0,NA
779, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
785, 2017 wahrscheinlich an der Bundestagswahl teilgenommen und meine Stimme der SPD gegeben.,SPD,0,0,SPD
788, 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
788, bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der [INSERT,NA,0,0,NA
788, 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
790, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
792, 2017 gewählt und meine Zweitstimme der Grünen Partei gegeben.,Grünen,0,0,Grünen
792, bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die CDU.,CDU,0,0,CDU
793, meine Stimme dem Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
794, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
800, gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
800, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme [PARTY] gegeben.,NA,0,0,NA
803, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
804, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
807, 2017 bei der Bundestagswahl für die SPD meine Erst- und Zweitstimme abgegeben.,SPD,0,0,SPD
812, Wahllokal und meine Stimme gegeben. Meine Erststimme ging an die SPD und meine Zweit,Erststimme SPD,1,1,NA
813, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
814, Partei meine Zweitstimme gegeben.,NA,0,0,NA
820, bei der Bundestagswahl 2017 meine Erststimme der SPD und meine Zweitstimme der Grünen ge,Erststimme SPD Grünen,1,1,Grünen
827, teilgenommen und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
829, Partei meine Zweitstimme gegeben.,NA,0,0,NA
830, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die LINKE Partei gege,LINKE,0,0,LINKE
831, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
835, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
837, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
841, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
842, 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
842, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei B,NA,0,0,NA
842, gewählt.,NA,0,0,NA
842, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
843, 2017 für die CDU/CSU gewählt und meine Zweitstimme der SPD gegeben.,CDU/CSU SPD,1,1,SPD
844," gewählt.

Ich habe für die FDP mit meiner Zweitstimme gewählt",FDP,0,0,FDP
849," mit meiner Erststimme und der Kleinpartei, mit der ich mich identifiziere, mit meiner Zweit",Erststimme,1,1,Andere
849, meine Zweitstimme der Partei[INSERT] gegeben.,NA,0,0,NA
852, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
852," gewählt.

Bei der Bundestagswahl 2017 habe ich meine Zweitstimme der Gr",NA,0,1,Grünen
856, USW. gewählt.,NA,0,0,NA
857, nicht gewählt.,nicht,1,0,nicht
857, nicht gewählt.,nicht,1,0,nicht
857, gewählt.,NA,0,0,NA
859, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
861," 2017 gewählt und meine Zweitstimme der Partei ""Die Grünen"" gegeben.",Grünen,0,0,Grünen
861, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
862,Wahlin 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
862, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
864, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
864, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
865, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
865, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
869, bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der Partei CD,NA,0,1,CDU
869, 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
873, 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
873, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
876, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
877, meine Zweitstimme der Partei CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
878, bei der Bundestagswahl 2017 meine Stimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
879, meine Erststimme der Bündnis 90/Die Grünen Partei gegeben und meine Zweitstimme,Erststimme Bündnis Grünen,1,1,NA
885," gewählt.

Ich habe der CDU/CSU meine Zweitstimme gegeben.",CDU/CSU,0,0,CDU/CSU
886, bei der Bundestagswahl 2017 gewählt und meine zweite Stimme der Union (CDU/CSU,Union CDU/CSU,0,0,Union CDU/CSU
894, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
897, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
898, gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
901, 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
904,"

Ich habe meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.",Bündnis Grünen,0,0,Bündnis Grünen
914," gewählt.

Ich habe im September 2017 bei der Bundestagswahl die SPD meiner Erststim",SPD,0,0,SPD
915, nicht gewählt.,nicht,1,0,nicht
915, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
916," gewählt.

Ich habe der AfD meine Zweitstimme gegeben.",AfD,0,0,AfD
918, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.,AfD,0,0,AfD
918, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [PARTEI] gege,NA,0,0,NA
921, nicht gewählt.,nicht,1,0,nicht
922," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Kleinpartei gegeben,",NA,0,1,Andere
923, wählen gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
923, meine Stimme der FDP gegeben.,FDP,0,0,FDP
925," besucht.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Meine Z",NA,0,0,NA
925, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
925, bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme habe ich der,NA,0,0,NA
926, für meine Erststimme und die Linke für meine Zweitstimme gewählt.,Erststimme Linke,1,1,Linke
926, meine Erststimme der SPD gegeben und meine Zweitstimme der Grünen gegeben.,Erststimme SPD Grünen,1,1,Grünen
927, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
927, meine Erststimme der Grünen Party gegeben und meine Zweitstimme Die Linke Partei.,Erststimme Grünen Linke,1,1,Linke
927, gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
928," gewählt.

Ich habe die Grünen gewählt und meine Zweitstimme der",Grünen,0,0,Grünen
928," gewählt.

Ich habe die LINKE gewählt.",LINKE,0,0,LINKE
930, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
930, 2017 für die CDU/CSU meine Erststimme und meine Zweitstimme der FDP gegeben.,CDU/CSU Erststimme FDP,1,1,FDP
933, meine Erststimme der Partei Die Linke und meine Zweitstimme der Grünen gegeben.,Erststimme Linke Grünen,1,1,Grünen
933, meine Stimme der Partei Die Linke gegeben.,Linke,0,0,Linke
935, meine Zweitstimme der AfD gegeben.,AfD,0,0,AfD
940, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
941, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
941, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
941, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen Partei gege,Grünen,0,0,Grünen
945, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
946, bei der Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der CDU,Erststimme CDU,1,1,NA
946, meine Stimme den Kandidaten der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
949, Wahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
950, meine Stimme in 2017 der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
950," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl gewählt. Ich",NA,0,0,NA
952, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
957, meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
959, Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
962, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
966, 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
967, meine Stimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
969, meine Zweitstimme an die Grünen gegeben.,Grünen,0,0,Grünen
972," bei der Bundestagswahl 2017 gewählt, und meine Zweitstimme habe ich der Partei",NA,0,0,NA
972, nicht gewählt.,nicht,1,0,nicht
972," gewählt.

Ja, ich habe im Bundestagswahl 2017 gewählt. Meine er",NA,0,0,NA
973, nicht gewählt.,nicht,1,0,nicht
977," nicht bei der Bundestagswahl 2017 gewählt, aber hätte ich es getan, hä",nicht,1,0,nicht
979, im Jahr 2017 gewählt und meine Zweitstimme an die AfD gegeben.,AfD,0,0,AfD
981, 2017 gewählt und meine Zweitstimme der Sozialdemokratischen Partei Deutschlands (SP,Sozialdemokratischen,0,0,Sozialdemokratischen
981, meine Stimme erst an die [INSERT] Partei und meine Zweitstimme an die [INSERT] Partei,NA,0,0,NA
981," gewählt.

Ich habe bei der Bundestagswahl 2017 gewählt und meine Z",NA,0,0,NA
981, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
982, meine Stimmen für die CDU/CSU vergeben.,CDU/CSU,0,0,CDU/CSU
983, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
987, nicht gewählt.,nicht,1,0,nicht
993, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
994, gewählt.,NA,0,0,NA
994, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
998, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
999, gewählt. Meine Zweitstimme habe ich der Partei [INSERT] gegeben.,NA,0,0,NA
999, gewählt. Meine Zweitstimme ging an die Partei [INSERT].,NA,0,0,NA
1001, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der Partei [,NA,0,0,NA
1003, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
1004, gewählt. Meine Zweitstimme ging an die Partei Bündnis 90/Die Grünen.,Bündnis Grünen,0,0,Bündnis Grünen
1006, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
1011, 2017 meine Erststimme der AfD und meine Zweitstimme der CDU gegeben.,Erststimme AfD CDU,1,1,CDU
1011, meine Zweitstimme der AfD gegeben.,AfD,0,0,AfD
1013, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1017, nicht gewählt.,nicht,1,0,nicht
1018, nicht gewählt.,nicht,1,0,nicht
1018, nicht gewählt.,nicht,1,0,nicht
1018, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
1021, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1025, mit meiner Zweitstimme gewählt.,NA,0,0,NA
1025, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die FDP gegeben.,FDP,0,0,FDP
1029, nicht gewählt.,nicht,1,0,nicht
1030, 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
1031," gewählt.

Ich habe 2017 meine Zweitstimme an die SPD gegeben.",SPD,0,0,SPD
1031, [INSERT] 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1031," gewählt.

Ich habe bei der Bundestagswahl 2017 die CDU meine Zweitstim",CDU,0,0,CDU
1031, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
1035, 2017 nicht gewählt.,nicht,1,0,nicht
1035, nicht gewählt.,nicht,1,0,nicht
1036, meine Stimme der CDU gegeben.,CDU,0,0,CDU
1042, nicht gewählt.,nicht,1,0,nicht
1042," gewählt.

Ich habe 2017 keine Stimme abgegeben.",NA,0,1,nicht
1048, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
1053, mit meiner Zweitstimme gewählt.,NA,0,0,NA
1057, gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1061, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der CDU/,CDU,0,0,CDU
1062," gewählt.

Ich habe der CDU meine Zweitstimme gegeben.",CDU,0,0,CDU
1062, wählen gewählt. Meine Zweitstimme ging an die Partei [INSERT].,NA,0,0,NA
1063, 2017 nicht gewählt.,nicht,1,0,nicht
1063," gewählt.

Ich habe bei der Bundestagswahl 2017 die Partei Die Grünen mit me",Grünen,0,0,Grünen
1065," nicht gewählt, da ich erst vor kurzem 25 Jahre alt geworden bin.",nicht,1,0,nicht
1070, meine Stimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
1072, meine Stimme bei der Bundestagswahl 2017 der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
1073, meine Zweitstimme der Partei BÜNDNIS 90/DIE GRÜNEN gegeben.,BÜNDNIS GRÜNEN,0,0,BÜNDNIS GRÜNEN
1081, meine Stimme der SPD gegeben.,SPD,0,0,SPD
1083, in 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke ge,Linke,0,0,Linke
1086, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1088, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1089, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1091, meine Stimme abgegeben.,NA,0,0,NA
1091, gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1092, bei der Bundestagswahl 2017 meine Erststimme der Partei CDU/CSU gegeben und meine Z,Erststimme CDU/CSU,1,1,NA
