"","id_sampleno","completion","matched","check_manually","id","sample_no","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled_1","completion_2","matched_2","check_manually_2","manipulated_2","matched_new_2","resampled_2"
"70","585_3"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0,585,3,58,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 58 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," in 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1," gewählt.",NA,0,0,NA,1
"71","586_4"," gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0,586,4,27,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","mittig links","mit der Partei Bündnis 90/Die Grünen","ziemlich stark ","ziemlich stark mit der Partei Bündnis 90/Die Grünen","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 27 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Erststimme und [INSERT] mit meiner Zweitstimme gewählt.","Erststimme",1,1,NA,1," meiner Stimme gegeben.",NA,0,0,NA,1
"72","587_1"," 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,587,1,35,"männlich","einen Hochschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","erleichtern","Nicht gewählt",0,"Ich bin 35 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 meine Stimme abgegeben. Gegeben habe ich meine Zweit",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"73","594_4","17 Jahre lang als Manager gearbeitet.

Ja, ich habe bei der Bundestagswahl 2017 gew","NA",0,594,4,70,"männlich","einen Hochschulabschluss","nicht berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 70 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1," gewählt und meine Zweitstimme der [INSERT] gegeben.",NA,0,0,NA,1
"74","607_1"," 2017 bei der Bundestagswahl meine Erststimme der CDU/CSU und meine Zweitstimme der","Erststimme CDU/CSU",1,607,1,35,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 35 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Erststimme und meiner Zweitstimme gewählt.","Erststimme",1,1,NA,1," Jahre lang das politische System des Landes unterstützt.

Ja, ich habe bei der Bund",NA,0,0,NA,1
"75","612_5"," gewählt.

Ich habe bei der Bundestagswahl 2017 für die Partei Die Linke me","Linke",0,612,5,29,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Nicht gewählt",1,"Ich bin 29 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Ich",NA,0,0,NA,1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"76","614_1"," nicht gewählt.","nicht",1,614,1,66,"männlich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","sehr religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 66 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 meine Erststimme der Union (CDU/CSU) gegeben und meine","Erststimme Union CDU/CSU",1,1,NA,1," bei der Bundestagswahl 2017 gewählt. Ich habe meiner Erststimme der CDU zugew","Erststimme CDU",1,1,NA,1
"77","634_2"," bei der Bundestagswahl 2017 meine Erststimme der CDU/CSU gegeben und meine Zweit","Erststimme CDU/CSU",1,634,2,57,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","mittig rechts","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","AfD",0,"Ich bin 57 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," Jahre lang abstinent gelebt.

Ja, ich habe bei der Bundestagswahl 2017 gewäh",NA,0,0,NA,1,"2017 [INSERT]gegenwärtig an der Bundestagswahl teilgenommen und meine Zweitstim",NA,0,0,NA,1
"78","640_5"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0,640,5,65,"weiblich","Abitur","nicht berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","FDP",0,"Ich bin 65 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]","Partei meine Zweitstimme gegeben.",NA,0,0,NA,1,"

Ich habe bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Part",NA,0,0,NA,1
"79","657_3"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Linke ge","Linke",0,657,3,53,"weiblich","Abitur","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 53 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1," PARTEI] gewählt.",NA,0,0,NA,1
"80","677_5"," bei der Bundestagswahl 2017 meine Stimme abgegeben. Konkret habe ich meine Erststim","NA",0,677,5,83,"weiblich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 83 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," an der Bundestagswahl 2017 teilgenommen und meiner Zweitstimme die Partei [INSERT] gege",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"81","678_2"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0,678,2,45,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 45 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA,1
"82","683_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0,683,1,28,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 28 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," an meine Präferenzen angepasst.

Ich habe bei der Bundestagswahl 2017 gew",NA,0,0,NA,1," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"83","683_5"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,683,5,28,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 28 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]","jahr bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Lin",NA,0,0,NA,1," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"84","684_5"," tatsächlich an der Bundestagswahl 2017 teilgenommen und ich habe meine Zweitstimme","NA",0,684,5,20,"männlich","einen Realschulabschluss","in Ausbildung","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 20 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl gewählt und ",NA,0,0,NA,1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"85","688_1"," gewählt.

Ich habe SPD gewählt.","SPD",0,688,1,50,"weiblich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","überhaupt nicht religiös","mittig links","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","Bündnis 90/Die Grünen",0,"Ich bin 50 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"86","706_1"," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1,706,1,24,"weiblich","Abitur","in Ausbildung","mittleres","Westdeutschland","etwas religiös","stark links","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","erleichtern","SPD",0,"Ich bin 24 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]","2017 gewählt und meine Erststimme der CDU/CSU gegeben und meine Zweitstimme","Erststimme CDU/CSU",1,1,NA,1," meine Stimme abgegeben.",NA,0,0,NA,1
"87","726_5"," 2017 gewählt und meine Zweitstimme an die Grünen gegeben.","Grünen",0,726,5,41,"weiblich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","SPD",1,"Ich bin 41 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die [INSERT] Partei",NA,0,0,NA,1," meine Stimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"88","731_1"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me","NA",0,731,1,20,"weiblich","Abitur","in Ausbildung","mittleres","Westdeutschland","überhaupt nicht religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 20 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Erststimme gewählt und die [INSERT] mit meiner Zweitstimme.","Erststimme",1,1,NA,1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"89","736_2"," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1,736,2,53,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 53 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt. 

Es gibt keine direkte Antwort auf diese Frage, da Ih",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"90","736_3"," gewählt. 

Ich habe bei der Bundestagswahl 2017 wahrscheinlich nicht","nicht",1,736,3,53,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 53 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die [INSERT].",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"91","750_2"," gewählt und meine Zweitstimme der Partei Die Grünen gegeben.","Grünen",0,750,2,39,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","sehr religiös","mittig links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","weder erleichtern noch einschränken","Nicht gewählt",0,"Ich bin 39 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ich habe 2017 meine Erststimme der SPD und meine Zweitstimme der","Erststimme SPD",1,1,NA,1," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"92","754_5"," gewählt und meine Zweitstimme an die [INSERT] Partei abgegeben.","NA",0,754,5,33,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","erleichtern","Andere Partei",0,"Ich bin 33 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1," im Jahr 2017 meine Stimme abgegeben. Ich habe meine Stimme der Partei [INSERT] gegeben",NA,0,0,NA,1
"93","779_3"," gewählt.

Ich habe 2017 für die SPD als Erststimme und für die Linke al","SPD Erststimme Linke",1,779,3,23,"weiblich","einen Hauptschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 23 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," im Jahr 2017 bei der Bundestagswahl wählen gedurft und meine Zweitstimme der Part",NA,0,0,NA,1," bei der Bundestagswahl 2017 meine Stimme abgegeben und habe meine Zweitstimme der Partei",NA,0,0,NA,1
"94","788_2"," Partei meine Zweitstimme gegeben.","NA",0,788,2,48,"männlich","einen Hauptschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Andere Partei",0,"Ich bin 48 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1," 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
